ID_Uzorka;GPS_LAT;GPS_LONG
246;18.48402;77.387889
247;18.477064;77.393065
248;18.486189;77.381164
249;18.490679;77.391981
250;18.485599;77.388114
251;18.49206;77.32891
252;18.493005;77.335428
253;18.49961;77.32642
254;18.493239;77.339825
255;18.49474;77.333165
256;18.49341;77.336119
257;18.491541;77.338144
258;18.492167;77.329092
259;18.499333;77.32392
260;18.491933;77.332768
261;18.503917;77.326825
262;18.499543;77.329765
263;18.490557;77.330244
264;18.490821;77.328974
265;18.486247;77.329922
266;18.491666;77.335146
267;18.493914;77.338355
268;18.495071;77.333384
269;18.492235;77.328314
270;18.495204;77.334755
271;18.504251;77.318174
272;18.490194;77.326626
273;18.493004;77.333834
274;18.492917;77.330144
275;18.49337;77.322163
276;18.500301;77.325032
277;18.493887;77.325597
278;18.499077;77.325109
279;18.494715;77.32914
280;18.486778;77.333064
281;18.494137;77.326621
282;18.492954;77.333532
283;18.501634;77.333991
284;18.499619;77.329021
285;18.492632;77.320073
286;18.490678;77.328386
287;18.482361;77.33073
288;18.488504;77.321548
289;18.489102;77.32669
290;18.496572;77.331892
291;18.499324;77.33551
292;18.492941;77.334205
293;18.499948;77.338036
294;18.49958;77.331254
295;18.494443;77.332803
296;18.494485;77.331272
297;18.490309;77.326505
298;18.505289;77.340772
299;18.505632;77.331632
300;18.492409;77.333058
301;18.506963;77.335035
302;18.491825;77.333377
303;18.49826;77.332831
304;18.492965;77.333182
305;18.497167;77.336525
306;18.493028;77.330854
307;18.498951;77.334683
308;18.504486;77.333446
309;18.505367;77.330144
310;18.49803;77.328669
311;18.491234;77.319694
312;18.497113;77.330894
313;18.494857;77.330501
314;18.49499;77.326224
315;18.493637;77.33934
316;18.503886;77.325867
317;18.494369;77.329881
318;18.487271;77.325299
319;18.498821;77.334091
320;18.48718;77.331504
321;18.490352;77.329183
322;18.503691;77.325599
323;18.499391;77.345173
324;18.501015;77.335928
325;18.505038;77.328863
326;18.49363;77.333936
327;18.490415;77.334067
328;18.495065;77.325135
329;18.495049;77.334392
330;18.490439;77.331044
331;18.486835;77.339091
332;18.49149;77.326523
333;18.495091;77.32616
334;18.498255;77.324087
335;18.494048;77.335793
336;18.49529;77.33693
337;18.489917;77.330316
338;18.495144;77.326602
339;18.497253;77.332972
340;18.498;77.331612
341;18.496425;77.334826
342;18.485755;77.331215
343;18.492998;77.328036
344;18.496985;77.329534
345;18.494921;77.3294
346;18.501062;77.333883
347;18.489062;77.323944
348;18.491123;77.327017
349;18.503387;77.338685
350;18.497225;77.334933
351;18.489073;77.327579
352;18.492388;77.327176
353;18.486974;77.325772
354;18.49201;77.327213
355;18.495118;77.323408
356;18.49503;77.330659
357;18.489287;77.329396
358;18.492351;77.331447
359;18.489882;77.322695
360;18.493691;77.338277
361;18.493407;77.341091
362;18.492368;77.332637
363;18.500647;77.339333
364;18.491556;77.335333
365;18.498768;77.327264
366;18.494074;77.333702
367;18.499682;77.335173
368;18.502013;77.337374
369;18.501075;77.328754
370;18.492154;77.338977
371;18.491279;77.329166
372;18.487412;77.321194
373;18.487997;77.33241
374;18.493092;77.331385
375;18.489302;77.322208
376;18.497124;77.327955
377;18.49631;77.335717
378;18.4943;77.330213
379;18.493819;77.336804
380;18.490849;77.324846
381;18.496725;77.33393
382;18.492706;77.327863
383;18.492946;77.326849
384;18.495607;77.331656
385;18.49252;77.329717
386;18.501663;77.333635
387;18.506385;77.323789
388;18.492317;77.326132
389;18.48699;77.337948
390;18.495195;77.324901
391;18.491919;77.335609
392;18.497021;77.323238
393;18.4929;77.334001
394;18.49487;77.324295
395;18.503045;77.328419
396;18.494194;77.333099
397;18.501851;77.332357
398;18.497161;77.333922
399;18.49596;77.335281
400;18.493217;77.334948
401;18.492728;77.327345
402;18.484135;77.331541
403;18.495636;77.325152
404;18.493494;77.329097
405;18.492169;77.335705
406;18.499239;77.335661
407;18.493315;77.334988
408;18.50542;77.326424
409;18.491247;77.318377
410;18.495112;77.328906
411;18.495222;77.330333
412;18.493253;77.324498
413;18.502709;77.329002
414;18.497924;77.326043
415;18.49436;77.330163
416;18.485192;77.33621
417;18.497601;77.334198
418;18.488007;77.329523
419;18.494746;77.330319
420;18.504263;77.330213
421;18.502184;77.3225
422;18.495228;77.332411
423;18.505749;77.337938
424;18.502301;77.329283
425;18.498537;77.342219
426;18.493932;77.330963
427;18.494011;77.333106
428;18.488986;77.326666
429;18.493516;77.335134
430;18.499182;77.329882
431;18.494643;77.327585
432;18.498132;77.335693
433;18.495127;77.330376
434;18.496899;77.324059
435;18.49428;77.327133
436;18.496386;77.332666
437;18.495603;77.3376
438;18.488973;77.330788
439;18.495129;77.3286
440;18.49274;77.325937
441;18.495012;77.323681
442;18.49115;77.33358
443;18.497054;77.326906
444;18.49822;77.322785
445;18.493486;77.333607
446;18.492615;77.335186
447;18.491304;77.322361
448;18.496931;77.341554
449;18.492063;77.329044
450;18.495385;77.336207
451;18.323076;77.571425
452;18.327448;77.567167
453;18.323988;77.571033
454;18.324822;77.564728
455;18.328582;77.572348
456;18.327263;77.572407
457;18.317185;77.574527
458;18.317464;77.580932
459;18.331506;77.56437
460;18.326797;77.571185
461;18.324338;77.58151
462;18.319716;77.572734
463;18.330592;77.570578
464;18.331001;77.567947
465;18.321768;77.564765
466;18.326701;77.572738
467;18.318438;77.566837
468;18.331364;77.570778
469;18.335177;77.570421
470;18.321151;77.567727
471;18.327509;77.573194
472;18.31559;77.57554
473;18.335426;77.572239
474;18.329263;77.565833
475;18.318516;77.571519
476;18.32777;77.574533
477;18.325308;77.567294
478;18.324242;77.579394
479;18.319233;77.56869
480;18.323529;77.574286
481;18.325047;77.561117
482;18.328328;77.567362
483;18.317902;77.566686
484;18.32209;77.56799
485;18.332585;77.564441
486;18.330654;77.561822
487;18.327177;77.573345
488;18.333076;77.569963
489;18.327301;77.565674
490;18.321985;77.572321
491;18.320031;77.57765
492;18.324922;77.564738
493;18.335001;77.571709
494;18.334318;77.565974
495;18.323426;77.568906
496;18.331053;77.566976
497;18.320863;77.56796
498;18.333448;77.568299
499;18.322448;77.572287
500;18.331139;77.570193
501;18.319564;77.559894
502;18.333498;77.564075
503;18.323293;77.572574
504;18.322181;77.568923
505;18.328039;77.570883
506;18.327111;77.573132
507;18.324385;77.571797
508;18.32793;77.578437
509;18.330146;77.579412
510;18.320462;77.563982
511;18.328359;77.575775
512;18.333839;77.57473
513;18.333311;77.562456
514;18.325307;77.58059
515;18.315772;77.572789
516;18.326517;77.572538
517;18.318114;77.576756
518;18.323879;77.565025
519;18.332409;77.569293
520;18.31714;77.569141
521;18.333829;77.573676
522;18.325208;77.570126
523;18.317744;77.570558
524;18.319453;77.563917
525;18.330521;77.570076
526;18.328565;77.565243
527;18.32631;77.574028
528;18.327743;77.572108
529;18.32627;77.571501
530;18.323095;77.570333
531;18.327226;77.56568
532;18.327134;77.57842
533;18.32133;77.576202
534;18.331491;77.575388
535;18.325839;77.580611
536;18.334123;77.563499
537;18.323265;77.56943
538;18.318914;77.580556
539;18.326136;77.567174
540;18.331448;77.569325
541;18.326545;77.562351
542;18.323503;77.569582
543;18.331875;77.568264
544;18.31644;77.568636
545;18.331128;77.563471
546;18.326641;77.566791
547;18.319988;77.571797
548;18.330069;77.57393
549;18.328342;77.560867
550;18.325487;77.576851
551;18.33111;77.577356
552;18.313774;77.574063
553;18.324088;77.571142
554;18.322271;77.573277
555;18.32762;77.572018
556;18.323105;77.571425
557;18.324041;77.57394
558;18.326222;77.568728
559;18.32969;77.575328
560;18.328481;77.568969
561;18.333806;77.564749
562;18.328152;77.567511
563;18.329544;77.564631
564;18.317473;77.569678
565;18.31907;77.576047
566;18.3286;77.566725
567;18.330153;77.568735
568;18.318978;77.566024
569;18.316789;77.571088
570;18.331425;77.561554
571;18.322676;77.569082
572;18.324932;77.581155
573;18.316831;77.568727
574;18.320882;77.570096
575;18.330014;77.577313
576;18.320795;77.574706
577;18.318148;77.569106
578;18.323362;77.566007
579;18.325435;77.572541
580;18.326678;77.577162
581;18.331471;77.567416
582;18.321695;77.570627
583;18.33161;77.570958
584;18.325006;77.571854
585;18.328247;77.57058
586;18.326962;77.566959
587;18.325455;77.567726
588;18.31739;77.576239
589;18.332081;77.574574
590;18.325999;77.571142
591;18.329319;77.574654
592;18.324467;77.567126
593;18.319538;77.564516
594;18.321089;77.573427
595;18.323593;77.574144
596;18.328861;77.563751
597;18.322866;77.568614
598;18.334062;77.568299
599;18.324793;77.571757
600;18.322357;77.57118
601;18.328118;77.574209
602;18.321085;77.572936
603;18.320736;77.576979
604;18.322773;77.573961
605;18.327369;77.572969
606;18.33;77.56894
607;18.322954;77.565888
608;18.31636;77.567672
609;18.325014;77.56153
610;18.320651;77.565881
611;18.318121;77.570193
612;18.325102;77.574334
613;18.324146;77.561516
614;18.327961;77.570621
615;18.320283;77.571968
616;18.323418;77.579701
617;18.325631;77.575466
618;18.319561;77.574028
619;18.326196;77.573199
620;18.325013;77.572881
621;18.322096;77.565491
622;18.324572;77.558695
623;18.329335;77.57842
624;18.32286;77.569355
625;18.323932;77.570368
626;18.331689;77.57216
627;18.323585;77.568298
628;18.331036;77.567147
629;18.324206;77.576076
630;18.333223;77.579232
631;18.324186;77.572741
632;18.315926;77.570789
633;18.318821;77.577148
634;18.316021;77.565697
635;18.323356;77.56595
636;18.317226;77.567408
637;18.335588;77.579852
638;18.322286;77.574627
639;18.325135;77.569871
640;18.325316;77.573325
641;18.336347;77.57401
642;18.328723;77.581563
643;18.320154;77.575366
644;18.333448;77.565695
645;18.330494;77.56729
646;18.321447;77.571573
647;18.323886;77.578275
648;18.321373;77.565914
649;18.330413;77.576706
650;18.325545;77.569364
651;18.328946;77.571677
652;18.321675;77.568381
653;18.323904;77.569852
654;18.328556;77.574009
655;18.32915;77.568809
656;18.320691;77.565199
657;18.332717;77.567942
658;18.329205;77.573065
659;18.323269;77.56924
660;18.319618;77.571826
661;18.320618;77.564305
662;18.326921;77.563327
663;18.329001;77.57847
664;18.320713;77.569702
665;18.318253;77.568427
666;18.325967;77.575757
667;18.325304;77.57876
668;18.324065;77.571263
669;18.317294;77.574437
670;18.326124;77.580711
671;18.3276;77.565962
672;18.330836;77.566852
673;18.322185;77.571884
674;18.32847;77.574941
675;18.328424;77.562267
676;18.319829;77.572166
677;18.328387;77.568135
678;18.321595;77.576761
679;18.325984;77.567392
680;18.326155;77.570646
681;18.319963;77.577822
682;18.325831;77.576619
683;18.322565;77.568633
684;18.324649;77.575842
685;18.321249;77.574255
686;18.322249;77.561256
687;18.317348;77.577465
688;18.318978;77.572624
689;18.325875;77.571501
690;18.331099;77.568135
691;18.326457;77.564141
692;18.323167;77.569855
693;18.321041;77.574266
694;18.322559;77.57398
695;18.321455;77.574653
696;18.330996;77.569343
697;18.32532;77.560288
698;18.322002;77.576936
699;18.33121;77.575005
700;18.33232;77.564068
701;18.327751;77.571647
702;18.327951;77.580521
703;18.329504;77.577158
704;18.322103;77.56752
705;18.324569;77.567337
706;18.3239;77.568031
707;18.318731;77.573683
708;18.328597;77.564475
709;18.333025;77.574103
710;18.327462;77.575645
711;18.315997;77.569189
712;18.324661;77.568608
713;18.333249;77.566324
714;18.315149;77.574762
715;18.330713;77.569675
716;18.322039;77.567939
717;18.329611;77.566852
718;18.326288;77.575169
719;18.330854;77.56725
720;18.329273;77.569636
721;18.334962;77.568774
722;18.330849;77.571841
723;18.334218;77.562953
724;18.323774;77.574073
725;18.323267;77.574659
726;18.319517;77.574795
727;18.328554;77.571646
728;18.326206;77.576226
729;18.326048;77.570658
730;18.322965;77.570053
731;18.33162;77.572758
732;18.326345;77.581604
733;18.322123;77.570751
734;18.325751;77.563288
735;18.319662;77.568653
736;18.313777;77.575189
737;18.325177;77.561861
738;18.326213;77.566487
739;18.326776;77.575638
740;18.314675;77.574153
741;18.326538;77.572633
742;18.323827;77.570072
743;18.319258;77.569294
744;18.326237;77.57008
745;18.322386;77.568748
746;18.323477;77.578161
747;18.320364;77.569084
748;18.316703;77.567148
749;18.326047;77.570115
750;18.324924;77.574793
751;18.419519;77.502804
752;18.630024;77.396492
753;18.394324;77.467253
754;18.518058;77.492447
755;18.393928;77.500439
756;18.434867;77.421327
757;18.47493;77.398439
758;18.47323;77.506637
759;18.456167;77.393175
760;18.486628;77.433762
761;18.375575;77.42747
762;18.443695;77.449953
763;18.486083;77.475657
764;18.522811;77.551424
765;18.392401;77.423582
766;18.514166;77.404095
767;18.448995;77.478682
768;18.473997;77.444806
769;18.422513;77.440678
770;18.475127;77.474429
771;18.448096;77.427244
772;18.408157;77.46881
773;18.479014;77.422508
774;18.455885;77.419806
775;18.400829;77.375993
776;18.417349;77.406042
777;18.508764;77.470782
778;18.445407;77.46129
779;18.615464;77.416905
780;18.459778;77.531419
781;18.466145;77.427709
782;18.498287;77.44589
783;18.372389;77.452224
784;18.366297;77.412008
785;18.428534;77.401824
786;18.564003;77.431543
787;18.493667;77.410645
788;18.416151;77.377729
789;18.43083;77.365678
790;18.488225;77.416724
791;18.351523;77.449226
792;18.488156;77.43521
793;18.431183;77.46966
794;18.364624;77.45907
795;18.399762;77.405332
796;18.368377;77.47335
797;18.451592;77.402504
798;18.419498;77.463855
799;18.418425;77.433837
800;18.426726;77.443236
801;18.442892;77.45825
802;18.415925;77.406507
803;18.487155;77.501264
804;18.362082;77.568623
805;18.502639;77.431725
806;18.48569;77.352638
807;18.3893;77.486777
808;18.414213;77.428508
809;18.468789;77.38817
810;18.434958;77.458187
811;18.447381;77.42073
812;18.36819;77.46355
813;18.436046;77.396063
814;18.525781;77.488206
815;18.449973;77.470506
816;18.419069;77.36649
817;18.467401;77.459945
818;18.457075;77.45986
819;18.48538;77.494758
820;18.507302;77.464986
821;18.33126;77.45748
822;18.505951;77.425503
823;18.457069;77.404814
824;18.437946;77.484353
825;18.442139;77.492954
826;18.475945;77.394352
827;18.327897;77.415619
828;18.465719;77.488586
829;18.487411;77.393186
830;18.34608;77.484611
831;18.386541;77.449603
832;18.458725;77.404946
833;18.466573;77.416579
834;18.486263;77.502541
835;18.433728;77.447951
836;18.378778;77.504192
837;18.495322;77.567271
838;18.477116;77.393749
839;18.487135;77.452831
840;18.444777;77.485553
841;18.440863;77.481386
842;18.371661;77.536302
843;18.470218;77.427927
844;18.49383;77.515754
845;18.433636;77.511075
846;18.410701;77.441312
847;18.466272;77.467621
848;18.426437;77.489221
849;18.471933;77.462138
850;18.419167;77.517952
851;18.469825;77.393086
852;18.425737;77.507464
853;18.357258;77.475521
854;18.450961;77.383661
855;18.473128;77.409334
856;18.461735;77.405871
857;18.499014;77.45415
858;18.571729;77.386865
859;18.482165;77.492713
860;18.390966;77.389083
861;18.459417;77.542276
862;18.346403;77.396273
863;18.357328;77.486004
864;18.215027;77.42993
865;18.461975;77.47417
866;18.424946;77.410544
867;18.407873;77.468449
868;18.398169;77.501416
869;18.408778;77.511734
870;18.434726;77.447551
871;18.398909;77.475151
872;18.417149;77.468232
873;18.451571;77.470149
874;18.437053;77.39849
875;18.463236;77.492383
876;18.404675;77.429963
877;18.414165;77.475555
878;18.416422;77.552231
879;18.45811;77.52434
880;18.431464;77.332313
881;18.493171;77.474076
882;18.436938;77.487544
883;18.462562;77.453081
884;18.550483;77.436019
885;18.461001;77.495873
886;18.345841;77.412032
887;18.448753;77.397889
888;18.442319;77.518703
889;18.532166;77.445193
890;18.51088;77.527252
891;18.441726;77.474388
892;18.390059;77.444967
893;18.410569;77.434933
894;18.476672;77.449048
895;18.507343;77.573779
896;18.416704;77.355479
897;18.43159;77.420352
898;18.458342;77.45502
899;18.469995;77.439453
900;18.460325;77.44078
901;18.411913;77.450677
902;18.385908;77.492967
903;18.418483;77.443673
904;18.483759;77.421607
905;18.425152;77.467096
906;18.414712;77.416545
907;18.430871;77.505441
908;18.428076;77.446692
909;18.372006;77.439492
910;18.418425;77.447262
911;18.434729;77.452275
912;18.476609;77.480312
913;18.447704;77.527864
914;18.442229;77.469633
915;18.452529;77.554394
916;18.500843;77.529144
917;18.454259;77.517794
918;18.511602;77.534242
919;18.389146;77.419001
920;18.408158;77.541018
921;18.351194;77.500264
922;18.403605;77.432661
923;18.523825;77.475013
924;18.3735;77.498804
925;18.404543;77.498594
926;18.425969;77.352199
927;18.505763;77.499056
928;18.381676;77.530968
929;18.435362;77.389799
930;18.437049;77.482082
931;18.46011;77.435945
932;18.460966;77.373022
933;18.439911;77.42434
934;18.424587;77.435828
935;18.343907;77.542393
936;18.514717;77.4662
937;18.409763;77.46775
938;18.466399;77.498784
939;18.456562;77.446485
940;18.491441;77.415052
941;18.366499;77.437794
942;18.452707;77.410149
943;18.452203;77.392567
944;18.457822;77.464541
945;18.446851;77.439475
946;18.471259;77.418732
947;18.340166;77.525513
948;18.442784;77.478557
949;18.558023;77.422491
950;18.497318;77.43408
951;18.342301;77.451534
952;18.45228;77.383811
953;18.528614;77.428159
954;18.358808;77.511198
955;18.467616;77.357328
956;18.411277;77.44038
957;18.362267;77.443523
958;18.373628;77.462551
959;18.39923;77.414941
960;18.48253;77.463096
961;18.449393;77.466132
962;18.478719;77.424888
963;18.410493;77.370073
964;18.443733;77.516031
965;18.389747;77.450513
966;18.463914;77.375135
967;18.494224;77.502149
968;18.330206;77.389857
969;18.431614;77.421813
970;18.347652;77.417389
971;18.420408;77.371398
972;18.428703;77.463641
973;18.37281;77.478778
974;18.484856;77.407644
975;18.436929;77.357562
976;18.483565;77.46107
977;18.526201;77.530313
978;18.389662;77.366198
979;18.539958;77.566327
980;18.507322;77.479359
981;18.544384;77.366713
982;18.492067;77.465691
983;18.48994;77.434655
984;18.550285;77.505415
985;18.474391;77.471394
986;18.409414;77.366331
987;18.441551;77.4669
988;18.496032;77.493842
989;18.384096;77.442949
990;18.499347;77.461442
991;18.480431;77.421574
992;18.426718;77.441299
993;18.477869;77.467298
994;18.466178;77.414249
995;18.42072;77.457298
996;18.561589;77.476032
997;18.36878;77.505974
998;18.514412;77.497018
999;18.413726;77.525428
1000;18.477198;77.402553
1001;18.428818;77.430846
1002;18.439715;77.456992
1003;18.420507;77.438613
1004;18.331023;77.431067
1005;18.446321;77.402766
1006;18.393823;77.483195
1007;18.486958;77.530869
1008;18.503204;77.481802
1009;18.430567;77.404717
1010;18.455683;77.485159
1011;18.479566;77.37638
1012;18.356055;77.429656
1013;18.411987;77.402958
1014;18.421252;77.438258
1015;18.40199;77.466803
1016;18.398924;77.442575
1017;18.398885;77.584503
1018;18.499448;77.55911
1019;18.407315;77.435443
1020;18.416138;77.413362
1021;18.358395;77.402002
1022;18.552298;77.429243
1023;18.386993;77.456989
1024;18.455747;77.406691
1025;18.43408;77.371313
1026;18.499139;77.371104
1027;18.40227;77.445526
1028;18.487444;77.478532
1029;18.512608;77.518128
1030;18.546267;77.457339
1031;18.475533;77.448253
1032;18.462626;77.458264
1033;18.431847;77.480411
1034;18.48772;77.32682
1035;18.437194;77.387578
1036;18.492494;77.432221
1037;18.437296;77.406598
1038;18.487102;77.531351
1039;18.420219;77.395808
1040;18.454066;77.539369
1041;18.439464;77.410114
1042;18.468889;77.489507
1043;18.440631;77.502798
1044;18.442648;77.422735
1045;18.43291;77.455653
1046;18.426149;77.412935
1047;18.427942;77.493254
1048;18.445729;77.421832
1049;18.412148;77.482135
1050;18.386872;77.4472
1051;18.443033;77.516559
1052;18.45254;77.432477
1053;18.364191;77.485084
1054;18.47243;77.516211
1055;18.353931;77.49311
1056;18.540122;77.514385
1057;18.375246;77.331129
1058;18.452962;77.375199
1059;18.456038;77.409376
1060;18.518443;77.416855
1061;18.460973;77.439193
1062;18.542413;77.492367
1063;18.470968;77.453322
1064;18.506077;77.470535
1065;18.420819;77.350911
1066;18.500332;77.437077
1067;18.444015;77.492824
1068;18.431268;77.423799
1069;18.427236;77.422781
1070;18.444944;77.509233
1071;18.430749;77.490421
1072;18.430979;77.561608
1073;18.513138;77.434519
1074;18.471321;77.469581
1075;18.53271;77.414151
1076;18.448575;77.443408
1077;18.424135;77.450534
1078;18.398621;77.597801
1079;18.425943;77.397099
1080;18.453146;77.517408
1081;18.394177;77.407164
1082;18.510036;77.413657
1083;18.406224;77.425053
1084;18.495959;77.388894
1085;18.488782;77.468901
1086;18.368177;77.45993
1087;18.436144;77.411086
1088;18.428255;77.492867
1089;18.456034;77.549288
1090;18.425726;77.582606
1091;18.374435;77.478745
1092;18.50081;77.524026
1093;18.4436;77.43461
1094;18.35698;77.477173
1095;18.47389;77.364442
1096;18.422457;77.399324
1097;18.393616;77.476113
1098;18.377863;77.426026
1099;18.490769;77.437858
1100;18.479579;77.485272
1101;18.391177;77.4632
1102;18.468561;77.500235
1103;18.420481;77.42113
1104;18.398115;77.410552
1105;18.411542;77.471106
1106;18.438931;77.413289
1107;18.463028;77.417015
1108;18.414993;77.338197
1109;18.468044;77.442113
1110;18.398191;77.464139
1111;18.417526;77.463662
1112;18.369409;77.477123
1113;18.405984;77.48452
1114;18.447928;77.470303
1115;18.416265;77.50358
1116;18.417063;77.495086
1117;18.344104;77.487285
1118;18.449854;77.395227
1119;18.394084;77.611582
1120;18.390694;77.437967
1121;18.350295;77.465697
1122;18.375101;77.302115
1123;18.458475;77.436609
1124;18.445788;77.484731
1125;18.428943;77.561347
1126;18.438465;77.369207
1127;18.381007;77.483268
1128;18.420045;77.44227
1129;18.395873;77.447883
1130;18.537882;77.421926
1131;18.476272;77.553145
1132;18.486985;77.496396
1133;18.397182;77.385231
1134;18.354723;77.407744
1135;18.440761;77.500361
1136;18.394855;77.491195
1137;18.439846;77.378116
1138;18.484228;77.361395
1139;18.480407;77.541046
1140;18.518172;77.424786
1141;18.361242;77.478579
1142;18.467411;77.321695
1143;18.442051;77.460705
1144;18.407622;77.539249
1145;18.449845;77.413189
1146;18.507593;77.438634
1147;18.390424;77.507931
1148;18.498969;77.404231
1149;18.397737;77.411843
1150;18.415086;77.381846
